id,amenities,description
932853,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}","Quiet and clean condo in the heart of JP.  You'll be 10 minutes from Copley Square in downtown.  Great restaurants and shops minutes away.   Beautiful Jamaica Pond and Arnold Arboretum a few blocks away. I have a fully furnished one bed with a private bathroom in my two bed/two bath condo in JP. The place is right near the Green St. T and a two minute walk to Centre St. The condo has all the modern amenities with off street parking available.  For two people I charge an additional $20/night.  There is a built-in cleaning fee of $50 About me: gay, have dog (non shedding), 44, professional, quiet, clean...  I'm a semi kosher vegetarian which means that I don't bring any pork or shelled fish into the house.  Chicken/Red meat is fine. Please confirm in your message that you're ok with this ""house rule."" The condo is right near the Green Street T and Bus 39.  Super convenient to Longwood Medical Area and Downtown, Copley... I like to leave a little welcome gift card to JP Licks, the iconic "
1861070,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Washer,Dryer}","This home has been featured in several magazines.  Filled with quirky collections, antiques, one adult and one pug named Rita Rose.  Guests will stay in small second floor room with a view to the tree tops.  We have a shared full bath and one half bath. This beautiful house, filled with a lifetime of collections will wow you.  Your room is small and cozy with antique linens and select readings.  Share a modern bathroom and a kitchen designed by a chef.  On-street parking. 45 minutes to downtown Boston on Public transport.  Your sweet little room is all yours but feel free to enjoy the small private library with chaise lounge on the second floor and a wonderful sunroom off the kitchen both rooms sighing with books yet to be read.  We provide breakfast but feel free to browse our collection of cookbooks and whip up a little something for your self!  You will share a bathroom that was inspired by my favorite small pension in Venice Italy; we provide the towels!  We are so happy you will b"
8814105,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Located in the West End, this apartment offers Boston’s premier vacation accommodations. It features unmatched panoramic views and you can enjoy amenities such as an outdoor pool, tennis, basketball and bocce ball courts. Located in the West End, this apartment offers Boston’s premier vacation accommodations. Part of the recently revitalized Bulfinch Triangle Historic District, features unmatched panoramic views of the Boston Harbor, the Charles River, Cambridge, Beacon Hill, and the Back Bay. You’ll also enjoy great amenities including 40 acres of green spaces, an outdoor pool, tennis, basketball court and bocce ball courts, a dog park and grilling areas.  Walk along the Thoreau Path to relax on the great lawn or jog along the Esplanade. You’re just minutes from Charles Street with great shopping, fun restaurants and pubs or sporting events and concerts at the Garden.  3 bedrooms with a king bed and two queen beds, and a pull­out sofa  2.5 bathrooms  Sleeps 7  1700 square feet  Unit A"
10850420,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","New, bright, sunny corner studio in the Seaport area. Calm and quiet area but also minutes’ walk from Boston’s vibrant and busy downtown. Many popular restaurants nearby.  Ideal both for visiting Boston and business trips. Corner studio with wide windows that gets lots of light throughout the day. The studio is part of a pilot program to test technology innovations coming out of MIT (search Morphlab for more info). It incorporates a first-of-its-kind robotic furniture system that enables space transformation to fit your needs. Located at newly opened building featuring many convenient communal amenities such as 24 hour concierge, gym and open work spaces, all of them can be used and enjoyed by guests. Unique location, in heart of Boston’s newest neighborhood, Seaport Square. Walking distance from the main touristic attractions, with lots of really great restaurants, cafes and bars nearby and also great transport links to the rest of the city. Next to Boston’s Institute of Contemporary "
1187188,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}","Live like a townie. Jamaica Plain loft with 2 proper beds (queen and twin), 2 futons. 18 foot ceilings make for an airy open bright space. local parks. 2 blocks from the subway, minutes from downtown Boston!! Jamaica Plain loft with 2 proper beds (queen and twin), 2 futons, 1 big sectional couch that sleeps 2. 18 foot ceilings make for an airy open bright space. local parks. 2 blocks from the subway, minutes from downtown boston.  Loft space in artists building on Boston's emerald necklace. Nestled in the heart of Jamaica Plain you'll have sunny mornings, comfortable days and sweet sleep in my 2 bedroom loft. Wifi, washer dryer, off street parking, full kitchen, bath, 2 futons, 2 beds,  a large sectional that can sleep 2, free use of bicycles, large open space . 2 blocks from the orange line, minutes from downtown, bordered by parks, near 2 of boston's best cafes and bakeries, blocks from Sam Adams Brewery, historic Doyles Pub, ATM, postoffice, tennis courts , basketball courts, playgr"
369880,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Suitable for Events""}","An excellent alternative to pricey hotels, our fully-furnished North End fourth floor walk-up condo has been refurbished to the highest standards, while maintaining the charm. It has a kitchen with granite countertops, where you can prepare a complete meal. The full-size bathroom with tile tub/shower, and tile floors, has a granite-topped vanity. The floors in the remainder of the unit are refinished oak. Our furniture includes a very comfortable Queen Murphy bed with a new Tempur-Pedic mattress, a full sleeper sofa with a memory foam mattress, a dining table for two, and a wall mounted 32-inch plasma TV plus DVD player. There is cable tv, wireless internet, and unlimited long distance calls to the USA, Canada, and Puerto Rico. The unit is very clean and well-maintained. Iron, ironing board, alarm clock radio, a child's pack and play, and hair dryer are provided. This condo is perfect for 2 adults and 2 small children."
6923446,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","Walk out the front door and Fenway Park is across the street waiting for you. The apartment is a unique, large shared loft with a private room. It's in a vibrant area full of restaurants and bars and is steps to the Kenmore T stop. Guests will have access to their private bedroom with two beds, the bathroom an fall the common areas There are two of us that live in the apartment. We are both easy going and would be glad to accomadate you on your stay."
50032,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Washer / Dryer"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}","This home will exceed all your expectations!  Renovations just completed with amazing architectural touches and an eye for design like no other in Boston's Jamaica Plain neighborhood.  Across the St from one of Boston's best restaurants 10 Tables.  Minutes walk to shops, funky cafes pond with jogging trail.  Near hospital district and T. A kitchen straight out of Metropolitan Home Magazine.  Distressed black cabinets, Statuario marble counter and Bosch appliances.  Kitchen is open to huge dining room and living room with great modern fireplace, crown molding, modern wainscoting and tons of light from 9 huge  windows.  Bathroom out of the pages of Domino Magazine with marble counter, vessel sink, subway tile and brushed aluminum Kohler fixtures. 2 bedrooms on 2nd floor look out onto a beautifully manicured gardens and trees. The bottom level of this triplex home features a huge bedroom and bath."
7749568,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Iron,""Laptop Friendly Workspace""}","This top floor, one bedroom apartment is a cozy home that will accommodate all of your needs during your stay. It is located right in the heart of Boston on Beacon Street in the Back Bay, and in walking distance to all major attractions and public transportation. True one bedroom with a separate living room, full updated kitchen, and full bathroom. The bedroom has a desk if you are here on business, the living room contains a large sectional sofa with a flat screen TV, decorative fireplace,and coffee table, and the bathroom has a shower as well as a bathtub. The kitchen has a Nespresso machine, as well as a Keurig so that you can have your morning coffee, or evening espresso. Cable in the living room and in the bedroom, and wifi included! The entire apartment will be available to you. We will be away while you are here, but please feel free to contact us with any questions that you may have. Right in the heart of Boston! Walking distance to all different kinds of bars and restaurants, "
5999291,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","Our cute and comfortable one bedroom apartment is in an ideal South Boston location. Two blocks to the beach, perfect for walking and running, and one block from the bus to downtown Boston. Just a short walk from Broadway with shops and restaurants! Our one bedroom condo is perfect for a couple. There is one queen sized bed in our bedroom.  We live on the third floor of a three apartment condo. Guests will have access to the full kitchen, Cable TV wireless internet, washer/dryer (free to use, located in the basement and shared with two other apartments). We do not provide food or drink, but there is a great convenience store (with beer, wine and liquor) 2 blocks away and a Stop and Shop supermarket less than a 10 minute walk away.  We are easily available via text, email, or phone call to answer any questions or concerns. Please do not hesitate to ask. We leave the key in a locked MasterLock by our front stoop. Our apartment is in an ideal South Boston location. We are two blocks from "
6276572,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","With views of Boston's iconic Prudential Center and John Hancock Tower, the apartment sits in Boston's most quaint neighborhood. The South End is Boston's restaurant destination and great launching pad for everything Boston. Very accessible to everything you could want to do in Boston. We are less than a mile from the Charles River and Esplanade.  Very close to Newbury Street, Copley Square, The Boston Public Library, The Boston Marathon Finish Line as well as The Boston Public Gardens/Boston Commons. Everything - we have a beautiful patio that you should feel free to enjoy. We love drinking coffee and reading the paper out back. As much as they'd like. The restaurants and accessibility to all of Boston make the South End one of the most story book neighborhoods in the city. 3 Blocks from MBTA Orange Line.  There is a Hubway (public shared bike system) station at the end of our block."
9301075,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","Relax in our 1912 Arts & Crafts bungalow in the quiet Bellevue Hill neighborhood of West Roxbury in Boston's southwest corner. Soak in the clawfoot tub. Enjoy sunsets on the front porch. Curl up in front of the stone fireplace. Free street parking. Expansive front porch. Field stone fireplace. Coffered ceilings. Built-in hutches. Window seats. We think you'll find our 1912 Arts & Crafts era bungalow's unpretentious character warmly welcoming. You'll have a sunny private room with double bed adjacent to a full bathroom with shower and clawfoot tub. (Bathroom may be shared with up to 2 other guests if our second bedroom with queen bed happens to be rented.) Feel comfortable lounging in the living room in front of the fireplace, hanging out on the front porch, and taking a meal or playing a board game at the dining room table. Just ask for a tour of the kitchen if you'd like to prepare a meal or store things in the fridge. We'll greet you and get you oriented and settled, then give you sp"
9757412,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Clean, well decorated apartment in Boston's historic South End. Walking distance or a quick ride to all of Boston's landmarks.  Great for tourists & health care professionals. Friendly, respectful, and responsive host who has lived in the area since 2011. Experience all the comforts of home! I live on the 3rd floor walk up of a South End brownstone. The bedroom is quiet since it is on the opposite side of Massachusetts Ave. -Bedroom has a printer, dresser, and clothing rack with hangers -Keurig machine with free coffee -Feel free to grab cereal and milk, Luna bars, and oatmeal for breakfast and snacks -40 inch TV with TV antenna (CBS, NBC, ABC, Fox, ION television, PBS, Univision), Roku streaming device (free Netflix), HDMI cable -Clean towels, linens, toiletries (Pantene, Dove), iron with ironing board, blow dryer -Washer/dryer on the 1st floor of the apartment building, I can provide quarters along with laundry detergent I have a key lockbox in the foyer of my apartment building so t"
6017574,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","Two bedroom condo on Commonwealth Avenue in the Back Bay.  Steps to Newbury Street, the Prudential Center and the Hynes Conv Cntr. The condo is on the 3rd floor of a walk up only building. Parking is available at an add'l cost for long term renters. I used to live in the unit above this condo.  I recently moved three blocks away due to a baby and a walk up apartment.  I'm a stay at home mom so I'm available if anything is needed. The unit is between the Copley T Stop (Green Line) and Hynes Convention Center T Stop (Green Line).  It can also be accessed from the Prudential Center Stop (Green line, but different train).  The airport shuttle runs from Gloucester and Boylston Street for $5. Back Bay is set up on a grid system, alphabetically.   Cross Streets starting from the Public Garden Arlington Berkeley Clarendon Dartmouth  Exeter Fairfield Gloucester (our closest cross street) Hereford Mass Ave.   Major Streets (starting from the river) Beacon St Marlborough Commonwealth (ours) Newbu"
8316068,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Condominium with Patio, walking distance to Copley, Back Bay Station, Whole Foods and access to Mass Pike.  Close to restaurants, shopping and arts. Condominium with Patio, walking distance to Copley, Back Bay Station, Whole Foods and access to Mass Pike.  Close to restaurants, shopping and arts. - Large open space living room with office center with printer and work space.  - State of the art newly renovate and fully equipped European kitchen. - Laundry in unit, heating, cable and wifi, A/C available - Extra large bathroom with double sink vanity, shower separated from bathtub and heated floor.  One additional half bathroom. This bedroom is one bedroom of three bedrooms being rented in my 1600 square feet (145 square meters).  Let me know if you need additional space. This bedroom is next to a bathroom.  The bathroom is pretty large and it also hosts the washer and dryer machine.  Every effort has been made to prevent the use of the bathroom and laundry facilities during quiet hours t"
12356962,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Beautiful & spacious kitchen, living room, & bedroom. Jacuzzi tub and all marble shower with glass door. Small balcony w/beautiful view of Boston from apartment. Just to note, on 3rd floor with no elevator. 2 hour Parking available on street. NO SMOKING in apartment.  No problem to smoke on balcony. I will be local and always just a phone call away. Bunker Hill Monument and the Navy Yard in charlestown are both very historic. 5 minute walk from Sullivan Square Orange Line T stop. There is always 2 hours parking available and if you come on the weekend, street parking is free."
10034592,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}","Very close to T (Red line) and grocery 3 stops (10 minutes) from downtown by train Right next to the ocean to enjoy beautiful views even in the winter 3 mile running/ biking path  Elevator in the building Laundry in the building 1 BR/ 1 BA in a 2BD/ 2 BA apartment. You will have your own private bath. Sheets and towels will be provided. Very well-lit apartment. I live in the other bedroom Apartment is fully furnished; including the kitchen. Open to concept of separate groceries or shared. You'll have access to your room, your bathroom, the living room and the kitchen. Its your preference; do you prefer privacy; in which case you can have your own space. If you love interactions, so do I as there's much to talk about and learn from each other. I am extremely easy going and respectful and I expect the same. Ocean, greenery, parks, JFK library, Starbucks, close to T, beach, biking/ walking trail next to the water 1 minute walk to the bus stop that will take you to the red line train stati"
12708781,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","Charming, single family home. Conveniently located near public transportation (commuter rail and bus lines), Needham, Newton, Brookline, shopping, restaurants and more. Minutes to Boston College, Boston University, Harvard, MIT, Northeastern. Easy access to Gillete (Foxboro) Stadium. Charming single-family 3 bedroom, 1.5 bath home in highly desirable neighborhood.  First level: bright and features spacious living room w/ fireplace, crown moldings, formal dining room with built in china cabinet, eat-in kitchen with stainless appliances including gas range, granite counter top and tiled half bath. Sunroom off kitchen leads to patio & private fenced yard.  Second level includes three generously sized bedrooms including master bedroom and a full bathroom with ceramic tile and tub/shower combination.  Hardwood floors. Entire interior just repainted. Central Air.  Basement with modern washer & dryer is partially finished w/ plenty of extra storage space. Detached garage + parking for 3 addit"
7054058,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","This two bedroom apartment in Cleveland Circle is available for one to four people.  Easy access to three train lines (B, C, and D). My roommate and I share a huge two bedroom apartment in the beautiful neighborhood of Brighton.  You would have access to the entire apartment. You are welcome to enjoy the kitchen, living room, and our awesome patio!  The washer/dryer are across the hall from our front door. A full load costs $3.75 and you'll need quarters. Cleveland Circle is a beautiful and safe neighborhood filled with young professionals. It boasts three train lines, the Reservoir-a great place for running, and numerous restaurants including my favorites Cityside and Eagle's Deli. The B, C, and D trains and restaurants are all a short walk away, 4-8 minutes.  Boston College, my alma mater, is just a 15 minute walk away.  Street parking is available all around our apartment, though it gets more difficult to find spaces in the evening.  There is metered parking on Beacon and Chestnut H"
13041752,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Room is located in a quiet and lovely residential area 1-2 minute from the subway/buses, very easy to get around Boston. In this sunny and clean townhouse, you can relax, work, cook and enjoy nature! Many great local dining options around corner. The townhouse is very sunny, spacious, clean and tidy. It is located in a very quiet residential area that is conveniently located next to subway/buses and many great dining options. The cozy room comes with a twin-size futon, end table, closet, shelf and lamp. Other essentials are provided. The whole place (except for 2 bedrooms) are available for your enjoyment. So relax in the cozy living room, work and eat in the dining area, cook in the kitchen or hang out on the back porch! Laundry is also available for free in the basement. I want you to have a great stay so I will help as much as possible with tips to get around, where to go etc. Jamaica Plain is a hot up-and-coming neighborhood that is a short-ride away from downtown Boston. Staying h"
1498719,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","Location, location, location! 2 blocks from everything in the heart of Back Bay. The garden-level studio is in a quiet brownstone building, and the unit has a lot of charm. Full kitchen with dishwasher, and bathroom has jacuzzi tub. Location, location, location! 2 blocks from everything in the heart of Back Bay. The garden-level studio is in a quiet brownstone building, and the unit has a lot of charm. Full kitchen with dishwasher, and bathroom has jacuzzi tub. The location of the space in the heart of Back Bay is the difference! You will be surrounded by shops, restaurants, as well as the Esplanade (Charles River park). Steps away from anything you desire.  Updated pictures of unit have been added. Laundry facilities. I am available anytime! Guests shall email or call me. Convenience! You can walk anywhere. Back Bay is one of the oldest neighborhoods in all of New England. Experience the history and charm of the late 1800s in the historic brownstones that line this gas lantern lit str"
8310653,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","This is a clean, spacious, and modern private room in an apartment with well equipped entertainment systems. It's conveniently located near the B line (5 minutes to Packard's Corner stop), as well as some of the best restaurants and bars in Boston. The apartment is located in the heart of Allston, a neighborhood full of students and young professionals. Allston has some of the best restaurants and bars in Boston, be sure to check out the recommended locations in the GuideBook. You will staying at one of the two bedrooms in this two bedroom apartment. I do have a roommate but I only rent out the apartment when he is away so you will essentially have the entire apartment to yourselves. The guest bedroom features a comfortable Queen-size bed with a modern dresser and night stand. The living room features a full size sectional which sleeps one. An AC unit is available in the guest bedroom as well as the living room. Free feel to use the kitchen and the entertainment system in the living ro"
7527149,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Facing the Public Garden in Boston's most elegant and prestigious neighborhood, Beacon Hill, our 2000 sq. ft. home is central to the best Boston has to offer. Restaurants, galleries, boutiques, the Charles River and Boston Common -- just steps away! Enjoy Boston and live like a Bostonian in our comfortable and relaxed garden duplex home. Located on Beacon Street in Beacon Hill opposite the Public Garden and Boston Common (the oldest city park in America), our apartment occupies the first two stories of a historic granite-faced 1828 Asher Benjamin townhouse.  The home receives  sunlight all day long and offers spectacular park and city views.  It is, of course, fully air-conditioned.   The main floor (Parlour level), with magnificent 11 foot ceilings and original woodwork, is comprised of living room, dining room, and a classic Beacon Hill kitchen with an adjoining outdoor terrace in back. The 3.5 bedrooms are one level down (Garden level).  The main bedroom has one queen bed and the sm"
11912139,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Sunny room in apartment conveniently located in green JP: a 5 minute walk to the Stony Brook T stop, and 15 minutes ride downtown, and an abundance of shops, cafes, restaurants,   moments away, together with Jamaica Pond  and the Arnold Arboretum. You will be sleeping on a double bed in a sunny room. Towels provided, laundry facilities in basement.    A handsome, charming cat may be available for cuddling. :-) A cook's kitchen is available for your needs, as is the deck for relaxing when weather permits. I'll be very glad to help when and where I can --  to offer advice, make a cuppa tea, chat about one thing or another; at the same time, I am very respectful of people's privacy. Jamaica Plain is a wonderfully green, vibrant and culturally diverse neighborhood, with beautiful, old houses, all kinds of parks and peoples (dogs, too!)   There is a Whole Foods supermarket just two minutes from the house, and an abundance of cafes, pubs, restaurants and small shops within easy walking dista"
7931882,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","The apartment is located in Boston's Bay Village neighborhood which is the smallest official one in the city.  I love working only 5 block away from the Hancock Tower, best commute ever!  Top unit apartment gets plenty of warm natural light!"
4567815,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","Our recently-updated two bedroom condo has a queen bed and a futon. Cook in our fully-equipped gourmet kitchen overlooking Arnold Arboretum or walk 3 blocks to great restaurants. Enjoy grilling or chilling on 2 porches for sunsets with city views.  In the winter you can use our cross country skies for skiing in the arboretum or Franklin Park. (We have boot sizes 9 and 13). In the good weather you can use our bikes to get around the City. (We are 5'8"" and 6'4"" to give you a sense of their size). We also have 3 yoga mats you can use to do yoga in the living room or take to a local studio. You can use our laptop for internet access. We don't have a t.v. or DVD player so the only tv watching option is if you have your own netflix account. We are only renting while we are away on vacation. The place is all yours. We will communicate ahead of time about how to arrive and as needed while you are here. The arboretum,  Jamaica Plain pond, Franklin Hill Park and Zoo and Forrest Hills Cementery a"
11441717,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}","Room available in a modern, clean single family house. The house is located in a quiet and safe neighborhood in Boston. Plenty of free on street parking. Guests have full use of the house as well as very flexible check in/out times. Kitchen: I have a fully stocked kitchen with spices, dishes, cooking equipment. Feel free to use the kitchen for meal preparations. I also provide ice and filtered water (refrigerated and room temperature). There is a dishwasher and I just ask that dishes are placed in it in a timely manner. I also have two refrigerators (one upstairs and one in basement) so feel free to store any leftovers/ food for meals in the upstairs refrigerator. Bathroom: There is an upstairs bathroom that is reserved for air bnb guests.  Living Room: There is a 60 inch tv in the living room as well as a couch and easy chair. Guests have full access to the living room and are free to relax in the living room. Laundry in Basement: I provide laundry soap/fabric softener. There is no ch"
2723274,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","The best of both the Back Bay and the South End is mere steps away in this elegantly furnished,  designed, and maintained 2 bedroom/1 bathroom condo.  This is turn-key living at its best for your stay in the heart of Boston.  Open airy space with over 10 ft ceilings - Modern kitchen with honed granite countertops, including all major appliances (Bosch gas range; Bosch oven; Bosch dishwasher; fridge/freezer, microwave; garbage disposal, Delonghi super automatic espresso maker). - Dining/living area with a marble table and four bistro dining chairs; working skylights overhead.  Modern sofa and ottoman. Surround sound Airplay enabled system to allow anyone with an iPhone or iPad to stream music (no special app needed). -Bayview window nook with a leather bench for taking naps or reading the newspaper in the sun.  - The crown jewel of this residence is a private 400 square foot roof deck with breathtaking views of the Prudential Center, the Hancock Tower and the rest of the Back Bay.  - La"
9250014,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Completely renovated home and fantastic location near Harvard Square!  House is shared between three bedrooms! Just 1.5 miles from Harvard Square with direct bus access just steps away.  Very safe neighborhood, walking around at night is no problem. This is a lovely first floor apartment with an eat in kitchen and bathroom shared between three bedrooms. Large windows brighten up the home to showcase the professional decorated and furnished home. Hardwood floors throughout and meticulously cleaned, no expense has been spared in making this the perfect home away from home. Other highlights include free high-speed WIFI and laundry room with state of the art machines. Guest have access to their private room and shared bathroom as well as full access to the kitchen, laundry room, enclosed porch, back deck, and outdoor spaces. Basically everything is at your disposal! Check-in is completely automated so you can arrive at anytime and not worry about late arrivals or coordinating a key exchang"
