id,neighborhood,neighborhood_overview
8970779,East Boston,"Lovely neighborhood. Very family oriented, and much quieter than if you were to stay directly in the city. Beautiful skyline view of the city with a dock right in front of the house. Very clean and safe."
10411383,East Boston,The location of our apartment makes it feasible to live and work in Boston without a car. We love the neighborhood restaurants and the easy access to the T.
9390951,East Boston,
4916260,Fenway/Kenmore,"What I love about my location that is very convenience to everything I need.  Everything is a walking distance:  Food, bars, dinning, coffee shops, bakery , movies, dancing, shopping, post office, bank, Train, Art, church , nature, River, bike path It is the center of all attraction and night clubs from Jillian's Bowling and night club to Beer breweries , to Fenway Park, House of the blues , Regal movie theater .. all withing 2 minutes walk"
12446656,Fenway/Kenmore,"Fenway offers the best of everything. There's green space right across the street with a great view of Boston as its backdrop. You'll be a five minute walk from a bunch of fantastic restaurants, bars, grocery stores, a Target, and Fenway Park itself. Kenmore square, BU, Northeastern, the Museum of Fine Arts (MFA), Isabella Stewart Gardner Museum, Longwood Medical Center, Simmons, Emmanuel, Wheelock, Wentworth, Berklee, Symphony Hall (Boston Symphony Orchestra), New England Conservatory, Hynes Convention Center, Back Bay, and the South End are all within walking distance."
7650016,Fenway/Kenmore,
11240774,Fenway/Kenmore,
9364092,Fenway/Kenmore,
7499960,Fenway/Kenmore,"Historic Back Bay/Kenmore/Charlesgate area. All buildings built circa 1900, Victorian, as single family homes, now converted to condos. Close to river (jogging, concerts, biking, sailing, picnics, 4th fireworks)Walk to food markets (Whole Foods, Star Mkt, Trader Joe's), beautiful Public Library, Symphony, music schools, museums, universities, theatres, Harvard hospitals and HMS, restaurants(Indian, Thai, Japanese, burgers, seafood, French, Mid-East, fresh fish bistro & bar, bagels, soup), shops, health clubs/yoga, bookshops, Starbucks, and cinema. BEST OF BOSTON/TOP RATED 'ISLAND OYSTER' RESTAURANT  IS 1/2 BLOCK AWAY! Not a hotel, a home with  quirks and charm, 3rd floor walkup."
12630619,Fenway/Kenmore,
2243499,Fenway/Kenmore,"Set in a dynamic neighborhood, this property is surrounded by beauty, art and excitement and located right in the heart of Fenway with endless entertainment in the area including the House of Blues on Lansdowne Street, the Museum of Fine Arts and the Tony Award winning Huntington Theater Company."
6027467,Fenway/Kenmore,"Residents will find themselves right in the heart of Boston's most dynamic attractions and just a short walk from some of Boston's best-known restaurants, museums, parks, theaters, nightlife and other venues."
6072693,Fenway/Kenmore,
9329398,Fenway/Kenmore,"Fenway is a great location - at major crossroads of Boston. The apartment is a few minutes walk from many restaurants and bars, but nestled in a quiet part nearby. It is home to Fenway Stadium and is between downtown and just south of the river below Cambridge where Harvard and MIT are. It is also nestled in between Boston University and Northeastern and just north of Longwood medical area. The apartment itself is just on a recreational portion of the Fens park - you can step right out the door to the park where many people run, and play sports."
7573274,Fenway/Kenmore,"Major Attractions: •Restaurants - High-end American sports bar Yard House, Sweet Cheeks Q family style BBQ, and Citizen Public whiskey and raw bar – within .4 mi  •House of Blues - .4 mi •Boston Conservatory - .5 mi •Museum of Fine Arts - .5 mi •Copely Square – 1.5 mi •Faneuil Hall – 3.2 mi •Fenway Park – .2 mi •Landmark Center – Bed Bath & Beyond, Best Buy, Staples - .3 mi •Centered between Boston University & Northeastern University – .5 mi to both •Harvard Medical School – within 1 mi"
13546070,Fenway/Kenmore,
2186358,Fenway/Kenmore,"Set in a dynamic neighborhood, this property is surrounded by beauty, art and excitement and located right in the heart of Fenway with endless entertainment in the area including the House of Blues on Lansdowne Street, the Museum of Fine Arts and the Tony Award winning Huntington Theater Company."
9180965,Fenway/Kenmore,"Fenway area, super location"
13751871,Fenway/Kenmore,
11634778,Fenway/Kenmore,"The unit is located in the heart of Boston´s art and cultural district right at the border of Back Bay/South End/Fenway neighbohoods.  You will be at walking distances from: Symphony Hall, Christian Science Plaza, Museum of Fine Arts, Isabella Stewart Gardner Museum, Kelleher Rose Garden, The Emerald Necklace Conservancy, Berklee College of Music, Theaters, New England Conservatory´s Jordan Hall, Boston Conservatory, and, of course, the famous Fenway Park.  The Cultural District taps in to the creativity and high energy of a neighborhood that is home to universities, colleges, and some of Boston’s most exciting performing and visual arts institutions."
7508865,Fenway/Kenmore,"This apartment is centrally located in Fenway close to Harvard Medical School, Longwood Medical as well as Boston's neighborhood with its' plentiful shops, restaurants and entertainment venues."
14252020,Fenway/Kenmore,"Very friendly neighborhood with easy access to both Boston's must visit places and shopping. Whole foods, Boston Symphony Hall, CVS, Restaurant Stretch, Multiple Subway (T) Stops within 5min of the Apt! Absolutely beautiful location and very conveniently located.   Prudential Mall, Reflecting Pool, Christian Science Center are 4 min away!"
11583581,Fenway/Kenmore,
6409811,Fenway/Kenmore,"So much to do! Great restaraunts, shops, walking, biking, and Red Sox games!"
13434817,Fenway/Kenmore,
8439372,Fenway/Kenmore,"If you were worried about driving on Boston's notoriously crazy roads, worry no more! You can leave your car at home and still get everywhere you need to go. The apartment borders Fenway and the Back Bay and is situated directly across from the Keliher Rose Garden within the Fens Park. The building is walking distance to Longwood Medical Area, including Children's Hospital, Beth Israel & more, the Museum of Fine Arts (MFA), Northeastern University, Wentworth Institute of Technology, Berklee College of Music, MCPHS, Wheelock, Simmons, Emmanuel, Fenway Park, the Prudential Center, Symphony Hall, and so much more. Both the green and orange lines of the train are within walking distance. Big name shops within a 10 minute walk include City Target, Shaws Supermarket, 7-11 and CVS/pharmacy. Restaurants nearby include, but are not limited to: Pavement Coffee House, Tasty Burger, Citizen Public House & Oyster Bar, Basho Japanese, Shabu Shabu, Thaitation & so much more! Bars nearby: Cask N' Flag"
11474130,Fenway/Kenmore,
13147585,Fenway/Kenmore,"walking distance to Newbury St, Copley Square and Charles River, Prudential center and Fenway park"
14221294,Fenway/Kenmore,
5086521,Fenway/Kenmore,"This apartment is located between the lively Back Bay and Fenway area, with more than two dozens of restaurants and bars around. You will easily find more than a handful of things to do in the neighborhood day and night, the long list includes: Museum of Fine Arts, Symphony Hall, Jordan Hall, Isabelle Gardner Museum, The Esplanade... For groceries, Whole Foods is a mere 5-minute walk from the apartment. Other chain supermarkets are also within a 10-20 minute walking distance. There also hardware stores and 24-hr convenient stores within short walking distance."
3303497,Fenway/Kenmore,"This young and lively neighborhood is close to everything Boston has to offer.  You can hear the roar of a baseball game from Fenway Park, walk to Boston's best shopping on Newbury Street, Prudential Center and Copley Square or experience the culture of Symphony Hall and the Museum of Fine Arts.  Nearby colleges include Northeastern, Boston University and Berkley College of Music."
13724578,Fenway/Kenmore,
6927063,Fenway/Kenmore,
8460627,Fenway/Kenmore,"Tons of restaurants, Museum of Fine Arts is a short walk, access to the green line"
1141888,Fenway/Kenmore,"Our 200-year-old neighborhood of brick townhouses is nestled between Northeastern University and Berklee College of Music. Filled with college students and young families, this area has a lively, vibrant feel.  The upscale Prudential Center mall and Museum of Fine Arts are within a 5 minute walk. Fashionable shopping on Newbury Street and Boylston Street night life are a 10 minute walk. Fenway Park, Boston Common, the Freedom Trail, and Faneuil Hall are a 15-20 minute walk, or 5 minute T-ride away. "
3309941,Fenway/Kenmore,"Characterized by cobblestone streets, clam chowder, fishing harbors, and crisp fall afternoons, Boston is the quintessential New England city. As one of the oldest cities in the nation, Boston lives up to its title of the ""Cradle of Modern America,"" with endless traces of historical Colonial and Revolutionary America permeating its streets. At Fenway Triangle Trilogy you’ll be in the heart of one of Boston’s most dynamic and exciting neighborhoods. Step out your front door and you will be steps from some of the city’s most renowned restaurants, shops, museums, parks, theaters, nightlife and sporting events. The Longwood Medical Area and Harvard Medical School are practically in your backyard and with the proximity to area Universities you can be assured that something exciting will always be happening in your neighborhood. "
6870366,Fenway/Kenmore,
6923446,Fenway/Kenmore,
10231714,Fenway/Kenmore,"Enjoy Bean town in this commuter friendly, private, affordable, cozy one bedroom apartment with private patio and parking, located in the heart of the city right next to the Fenway T station. Two minute walk to Fenway T station, Liberty center and Kenmore SQ.  Five-minute walk to Whole Foods, coffee shops, restaurants, emerald necklace, Monmouth street park, Fenway Stadium, Longwood and Harvard Medical, Longwood historic district and Boston University. Short walk to Emmanuel College, Brigham and women’s northeastern and Coolidge corner."
9367059,Fenway/Kenmore,The location of the apartment is its best feature!!! Walking distance to everything Boston has to offer.  Back Bay Fens (gorgeous park that's part of the Boston Emerald Necklace) - 0 minute walk! The apartment looks out over the park Fenway Park - 2 min walk Hynes & Newbury Street Shopping - 7 min walk  Copley Square - 15 min walk  Boston Commons & Public Garden - 25 min walk  Chinatown - 25 min walk  North End - 40 min walk or 10 min T ride  Central Square & MIT - 25 min walk or 10 min bus ride  Museum of Fine Arts (MFA) - 10 min walk through the Fens
11035223,Fenway/Kenmore,"conveniently located at the center of Boston with utmost access to the most happening places this city has to offer. Back bay neighborhood is lively, dynamic and hip. location is within walk able distance to Boston commons, Cambridge, Fenway, Longwood medical area, Boston university, North end, etc."
12592117,Fenway/Kenmore,"Very short walk to Fenway park, Kenmore Square and Back Bay... Unit offers access to great restaurants and bars.  Great for those catching a game or visiting for Boston school graduations all over the city! Tasty burger, sushi, local bars, anything you could possibly imagine to eat! Movies, Starbucks, bed bath and beyond and more around the corner, walking distance! FENWAY PARK!"
6356533,Fenway/Kenmore,"Characterized by cobblestone streets, clam chowder, fishing harbors, and crisp fall afternoons, Boston is the quintessential New England city. As one of the oldest cities in the nation, Boston lives up to its title of the ""Cradle of Modern America,"" with endless traces of historical Colonial and Revolutionary America permeating its streets. At Fenway Triangle Trilogy you’ll be in the heart of one of Boston’s most dynamic and exciting neighborhoods. Step out your front door and you will be steps from some of the city’s most renowned restaurants, shops, museums, parks, theaters, nightlife and sporting events. The Longwood Medical Area and Harvard Medical School are practically in your backyard and with the proximity to area Universities you can be assured that something exciting will always be happening in your neighborhood."
4559774,Fenway/Kenmore,"Great neighborhood, very safe.  You are 5 minutes walk to Fenway metro station, buses are even closer, 5 minutes walk to Fenway Park (home of the Redsox), cut through the main park and be at the Boston Museum of Fine Arts in 5 minutes.  There are lots of great restaurants, bars, and nightlife all within 5 minutes walk!  The 24 hour grocery store is only one block away and has just about anything you would need."
9770477,Fenway/Kenmore,
5125723,Fenway/Kenmore,
52423,Fenway/Kenmore,
6955911,Fenway/Kenmore,
4577188,Fenway/Kenmore,"We are located in the most desirable neighborhood in the city... Walk to everything from this sleek, modern one bedroom in Boston's exclusive Back Bay / Fenway neighborhood, nearly across the street from the Prudential Center (the 'Pru') Boston's tallest skyrise! Blocks from the scenic Charles River Esplanade, Newbury Street shopping, and Copley Square. The 'Pru' is connected to the green line stations, only a few stops from downtown crossing where all lines connect for Boston, Cambridge, etc. Visit hundreds of shops and restaurants, proximity to Boston Commons and the Public Gardens, and scenic walking routes. Bordering the equally sought-after Beacon Hill neighborhood, it is one of Boston's most luxurious residential areas. Rub elbows with some new neighbors - including Boston pro athletes, politicians, CEOs, foreign dignitaries, young professionals and high-end vacationers.* Newbury Street, called the 'Rodeo Drive of the East,' is a shopper's paradise - and only minutes from your pr"
67946,Fenway/Kenmore,
4547353,Fenway/Kenmore,"One of the greatest things about the apartment is that its location. Its only 5 minute walk from Fenway Park, Newbury and Boylston, 15 min from Cambridge, Harvard."
7840131,Fenway/Kenmore,"Kenmore sq is an awesome location, near Fenway Park. You'll be 5 minutes away from the Esplanade, the great park by the Charles River.  The neighborhood is quiet during the summer, and then packed with Boston University students"
11431331,Fenway/Kenmore,"Boston's Back Bay is an upscale residential, commercial and retail district featuring some of the most popular living and dining selections in the city. Shop at Boylston and Newbury Streets or spend time at Prudential Center or Copley Place malls. Architecturally the neighborhood is taken over by Victorian brownstone buildings in its northern residential area; the southern part of the neighborhood is home to some of Boston's tallest skyscraper being far more commercial. Go on a Boston Duck Tour or to a museum of your choice. Back Bay is located near tons of shops and restaurants with plenty to do!"
3740274,Fenway/Kenmore,"10 minute walk to Fenway Park, nightlife, and Copley Square. 8 Minute walk to Hynes Convention Center. Steps to a massive city park with lots of unique things - basketball courts, victory gardens, soccer field, war memorial"
11592154,Fenway/Kenmore,"In the heart of Kenmore Square, the location is steps away from endless things to do including bars, cafes, restaurants, and of course, Fenway Park! Spend the day shopping on Newbury St or the Prudential Center, watch a movie, head to the Museum of Fine Arts, BU, or MIT - all within a 10 to 15 minute walking distance!"
8336347,Fenway/Kenmore,"Residents will find themselves right in the heart of Boston's most dynamic attractions, and just a short walk from some of Boston's best-known restaurants, museums, parks, theaters, nightlife and other venues. Located nearby, is the Longwood Medical/Boston Children’s Hospital."
14368660,Fenway/Kenmore,"Great accessibility to subway system and very near to Boston University. Walking distance to supermarkets (Star, Target, Wholefoods) and restaurants."
9130532,Fenway/Kenmore,
228883,Fenway/Kenmore,
13968572,Fenway/Kenmore,
39116,Fenway/Kenmore,"You can feel the energy of a city while still having green space outside your window and enjoying peaceful evenings. The neighborhood is full of life with or without a home game and boasts several awesome local restaurants. You are walking distance to museums, major attractions and public transportation."
13078025,Fenway/Kenmore,
5308475,Fenway/Kenmore,
14486237,Fenway/Kenmore,
6317304,Fenway/Kenmore,"Truly awesome location.  The immediate neighborhood - Audubon Circle boasts wonderful restaurants, cafes, a Whole Foods, a hardware store, beauty salons, etc.  Walk a few minutes out and you will find: North -- Boston University and the Charles River (and Cambridge).   West -- Brookline and Coolidge Corner area South -- Fenway Park area (movie theater, amazing restaurants, shops, Museum of Fine Arts, Isabella Stewart Gardner Museum) East - Kenmore Square and Back Bay (basically the heart of Boston)"
14468407,Fenway/Kenmore,
6453686,Fenway/Kenmore,"Fenway is an iconic area of Boston, and this studio looks out onto Fenway Stadium. The apartment is a few blocks from Kenmore Square, Back Bay, and even closer to Fenway - right out your back door."
13866603,Fenway/Kenmore,"The apartment is situated in the heart of Fenway. The neighborhood is beautiful and only a 15 minute walk from the Back Bay area. Across the street you'll find the Emerald Necklace, a park that stretches from Jamaica Plain to Fenway. Down the street is Clemente Field where you can take a run around the track or shoot some hoops. Only steps away from Fenway Park, at night you can hear cheers for the Red Sox. Other fun activities nearby include Regal Movie Theater and Jillian's Bowling Alley."
8249201,Fenway/Kenmore,"Residents will find themselves right in the heart of Boston's most dynamic attractions, and just a short walk from some of Boston's best-known restaurants, museums, parks, theaters, nightlife and other venues."
6316145,Fenway/Kenmore,"The location is the key for our place where you can go everywhere within walking distance. The neighborhood is one of the most safety area in the city. Symphony Hall is right at the corner. Hynes Convention Center, Museum of Fine Art, NEU, Berklee College of Music, NEC, BU, Longwood Medical Area, Prudential Shopping Center, Copley Shopping Mall, Newbury Street, Christian Science Church and FENWAY PARK.....all in walking distance."
4644069,Fenway/Kenmore,"Fenway is both historic and lively. Lots of Red Sox spirit, area stores, Harvard Medical School and Museum of Fine Arts nearby."
12899026,Fenway/Kenmore,
12652181,Fenway/Kenmore,"Fenway offers the best of everything. There's green space right across the street with a great view of Boston as its backdrop. You'll be a five minute walk from a bunch of fantastic restaurants, bars, grocery stores, a Target, and Fenway Park itself. Kenmore square, BU, Northeastern, the Museum of Fine Arts (MFA), Isabella Stewart Gardner Museum, Longwood Medical Center, Simmons, Emmanuel, Wheelock, Wentworth, Berklee, Symphony Hall (Boston Symphony Orchestra), New England Conservatory, Hynes Convention Center, Back Bay, and the South End are all within walking distance."
14469894,Fenway/Kenmore,
5990896,Fenway/Kenmore,"The Neighborhood is in the best location of Boston. Close to Boston Symphony, Prudential mall, Newbury Street, Boylston Street, hotels, Fenway, fine dining, gyms, Schools, Whole Foods Market, CVS, GNC, post office, dry cleaning, a running track outside, etc.."
8097453,Fenway/Kenmore,"Residents will find themselves right in the heart of Boston's most dynamic attractions, and just a short walk from some of Boston's best-known restaurants, museums, parks, theaters, nightlife and other venues."
2360109,Fenway/Kenmore,"AMAZING!! Fenway Park, Yawkee Way, The Yard House. Landsdowne St.  Newbury st. The Fens. The museum of fine Arts is steps away.  Brigham & Womens. Longwood easy to get to. Kenmore T station is a 10 min walk."
8146576,Fenway/Kenmore,"Residents will find themselves right in the heart of Boston's most dynamic attractions, and just a short walk from some of Boston's best-known restaurants, museums, parks, theaters, nightlife and other venues."
14662927,Fenway/Kenmore,Super close to everything! Fenway is an awesome neighborhood. Also there is a Target and a Star Market (grocery store) just 2 blocks away should you need to buy any food or amenities.
36885,Fenway/Kenmore,
2174476,Fenway/Kenmore,"This is one of Boston's most sought after neighborhoods. So vibrant, and so multicultural, with many area attractions within walking distance The parks, the ducks (yes they roam freely and often stop traffic walking across the street, very interesting to watch)"
951480,Fenway/Kenmore,"Central Location - near Harvard Medical School and Longwood Medical Area, parks, restaurants, and theaters"
4181163,Fenway/Kenmore,"Characterized by cobblestone streets, clam chowder, fishing harbors, and crisp fall afternoons, Boston is the quintessential New England city. As one of the oldest cities in the nation, Boston lives up to its title of the ""Cradle of Modern America,"" with endless traces of historical Colonial and Revolutionary America permeating its streets. At Fenway Triangle Trilogy you’ll be in the heart of one of Boston’s most dynamic and exciting neighborhoods. Step out your front door and you will be steps from some of the city’s most renowned restaurants, shops, museums, parks, theaters, nightlife and sporting events. The Longwood Medical Area and Harvard Medical School are practically in your backyard and with the proximity to area Universities you can be assured that something exciting will always be happening in your neighborhood. "
11799482,Fenway/Kenmore,
9448243,Fenway/Kenmore,"Boston's Back Bay is an upscale residential, commercial and retail district featuring some of the most popular living and dining selections in the city. Shop at Boylston and Newbury Streets or spend time at Prudential Center or Copley Place malls. Architecturally the neighborhood is taken over by Victorian brownstone buildings in its northern residential area; the southern part of the neighborhood is home to some of Boston's tallest skyscraper being far more commercial. Go on a Boston Duck Tour or to a museum of your choice. Back Bay is located near tons of shops and restaurants with plenty to do!"
4069422,Fenway/Kenmore,
12796034,Fenway/Kenmore,
4565470,Fenway/Kenmore,"Characterized by cobblestone streets, clam chowder, fishing harbors, and crisp fall afternoons, Boston is the quintessential New England city. As one of the oldest cities in the nation, Boston lives up to its title of the ""Cradle of Modern America,"" with endless traces of historical Colonial and Revolutionary America permeating its streets. At Fenway Triangle Trilogy you’ll be in the heart of one of Boston’s most dynamic and exciting neighborhoods. Step out your front door and you will be steps from some of the city’s most renowned restaurants, shops, museums, parks, theaters, nightlife and sporting events. The Longwood Medical Area and Harvard Medical School are practically in your backyard and with the proximity to area Universities you can be assured that something exciting will always be happening in your neighborhood. "
13079902,Fenway/Kenmore,
1864705,Fenway/Kenmore,"Characterized by cobblestone streets, clam chowder, fishing harbors, and crisp fall afternoons, Boston is the quintessential New England city. As one of the oldest cities in the nation, Boston lives up to its title of the ""Cradle of Modern America,"" with endless traces of historical Colonial and Revolutionary America permeating its streets. At Fenway Triangle Trilogy you’ll be in the heart of one of Boston’s most dynamic and exciting neighborhoods. Step out your front door and you will be steps from some of the city’s most renowned restaurants, shops, museums, parks, theaters, nightlife and sporting events. The Longwood Medical Area and Harvard Medical School are practically in your backyard and with the proximity to area Universities you can be assured that something exciting will always be happening in your neighborhood. "
9845039,Fenway/Kenmore,"Fenway - Fenway Park, Famous sports bars, The Fens park, Museum of Fine Arts, Isabella Stewart Gardner Museum Kenmore Square - Multi-ethnic restaurants and bars, easy access to Boston University Longwood Medical Area - Brigham and Women's Hospital, Dana-Farber Cancer Institute, Boston Children's Hospital, Harvard Medical School Brookline - Coolidge Corner (restaurants and boutiques), Audubon Circle (restaurants, cafes)"
10033715,Fenway/Kenmore,
11454147,Fenway/Kenmore,
2016500,Fenway/Kenmore,
10995355,Fenway/Kenmore,
13083058,Fenway/Kenmore,
13082258,Fenway/Kenmore,
6983246,Fenway/Kenmore,"You are literally on the doorstep of the Berklee College of Music campus with musical events happening nightly.  The Boston Symphony Orchestra and Symphony Hall is at the end of the street,  5 minutes from our front door.  This is a music lovers paradise.  The gorgeous Christian Science Church is across the street.  We are a 5-10 minute walk to historic Fenway Park.  And the beat shopping and dining is within minutes to Newbury St.  The neighbor hood is safe and well lit at night.  We are in the most convenient location for exploring Boston's best."
8428314,Fenway/Kenmore,
13435185,Fenway/Kenmore,
12973308,Fenway/Kenmore,
6568621,Fenway/Kenmore,"Characterized by cobblestone streets, clam chowder, fishing harbors, and crisp fall afternoons, Boston is the quintessential New England city. As one of the oldest cities in the nation, Boston lives up to its title of the ""Cradle of Modern America,"" with endless traces of historical Colonial and Revolutionary America permeating its streets. At Fenway Triangle Trilogy you’ll be in the heart of one of Boston’s most dynamic and exciting neighborhoods. Step out your front door and you will be steps from some of the city’s most renowned restaurants, shops, museums, parks, theaters, nightlife and sporting events. The Longwood Medical Area and Harvard Medical School are practically in your backyard and with the proximity to area Universities you can be assured that something exciting will always be happening in your neighborhood."
7211531,Fenway/Kenmore,"Fenway park, Marshalls, Regal Cinemas, House of Blues Boston."
14418593,Fenway/Kenmore,
6951829,Fenway/Kenmore,"This Fenway apartment is centrally located, close to Harvard Medical School, Longwood Medical as well as Boston's neighborhood with its' plentiful shops, restaurants and entertainment venues."
1840255,Fenway/Kenmore,"Movie theaters, retail stores, excellent cuisine, bars, public transportation, Fenway Park, grocery and liquor stores are all only 5 minutes or less away."
13994056,Fenway/Kenmore,"We are located near subway lines, bus stop, Fenway Park, Museum of Fine Arts, Colleges/University, Hospitals, Restaurants/Bar, Newbury St., Prudential, Target, CVS, Marshalls, Star Market, etc."
3278624,Fenway/Kenmore,"Characterized by cobblestone streets, clam chowder, fishing harbors, and crisp fall afternoons, Boston is the quintessential New England city. As one of the oldest cities in the nation, Boston lives up to its title of the ""Cradle of Modern America,"" with endless traces of historical Colonial and Revolutionary America permeating its streets. At Fenway Triangle Trilogy you’ll be in the heart of one of Boston’s most dynamic and exciting neighborhoods. Step out your front door and you will be steps from some of the city’s most renowned restaurants, shops, museums, parks, theaters, nightlife and sporting events. The Longwood Medical Area and Harvard Medical School are practically in your backyard and with the proximity to area Universities you can be assured that something exciting will always be happening in your neighborhood. "
11087731,Fenway/Kenmore,
9452993,Fenway/Kenmore,"The area is beautiful. Very close to the Back Bay Fens, a beautiful park with a river and lots of nature. It is also very close to the Museum of Fine Arts which is definitely worth at least one visit (It's huge). Also, there is a whole-foods supermarket and CVS 1 minute walking from the apartment. There are many clubs, restaurants and shopping opportunities in this neighborhood."
12826881,Fenway/Kenmore,
6444138,Fenway/Kenmore,"Set in a dynamic neighborhood, this property is surrounded by beauty, art and excitement and located right in the heart of Fenway with endless entertainment in the area including the House of Blues on Lansdowne Street, the Museum of Fine Arts and the Tony Award winning Huntington Theater Company."
196806,Fenway/Kenmore,"The apartment is in close proximity to the subway system, grocery store, coffee shops, bars, restaurants, banking and more. On the website, walkscore/./co m, this place gets a 98 out of 100.   Really, you can walk to almost anything!"
2174711,Fenway/Kenmore,
9496325,Fenway/Kenmore,
2915595,Fenway/Kenmore,"If you have never been to the Fenway neighborhood, you are in for a treat! Our listing is in the Audubon Circle area, which ranges from a calm, quiet neighborhood with family-owned restaurants on non-game nights) to a fun-filled atmosphere on home game nights. It is also centrally located so you may choose to walk to Brookline/Coolidge Corner, Back Bay, the South End, and pretty much any other part of Boston. Faneuil Hall and the North End are slightly further to walk to, but you should do it! It is a gorgeous walk through the Boston Public Garden, Boston Common and Beacon Hill to get to these two popular tourist areas."
6324649,Fenway/Kenmore,"Symphony Hall, Newbury Street, the Scientology Museum,  Whole Foods, CVS, Parking, Berklee, Northeastern University, The YMCA, The MFA (Museum of Fine Arts), Fenway Ball Park, Charles River, Cambridge."
3783090,Fenway/Kenmore,"Incredibly safe area walking distance to cafés, restaurants, whole foods,  and much more!   Right next to the T, surrounded by hospitals and right near fenway park.    Real close to the backbay and Newbury Street!"
54215,Fenway/Kenmore,
12246137,Fenway/Kenmore,"Major Attractions: •Restaurants - High-end American sports bar Yard House, Sweet Cheeks BBQ, Symphony Sushi, Thorton’s Fenway Grill, Regina Pizzeria – within .2 mi •House of Blues - .4 mi •Museum of Fine Arts - .5 mi •Harvard Art Museum – 2.7 mi •Prudential Skywalk – highest observation deck in New England- 1.5 mi •Historical Freedom Trail walking tour – 3.4 mi •Faneuil Hall – 3.4 mi •Fenway Park - .3 mi •Boston University (.5 mi),  Northeastern University (.5 mi), and Harvard (2 mi)- •Boston Children’s Hospital - .7 mi"
6844012,Fenway/Kenmore,
8165898,Fenway/Kenmore,"Residents will find themselves right in the heart of Boston's most dynamic attractions, and just a short walk from some of Boston's best-known restaurants, museums, parks, theaters, nightlife and other venues. As well is close to the Fenway T stop and Longwood Medical/Boston children's hospital."
10186477,Fenway/Kenmore,"Fenway - Fenway Park, Famous sports bars, The Fens park, Museum of Fine Arts, Isabella Stewart Gardner Museum Kenmore Square - Multi-ethnic restaurants and bars, easy access to Boston University Longwood Medical Area - Brigham and Women's Hospital, Dana-Farber Cancer Institute, Boston Children's Hospital, Harvard Medical School Brookline - Coolidge Corner (restaurants and boutiques), Audubon Circle (restaurants, cafes)"
2663667,Fenway/Kenmore,"It is located in an ideal location: grocery store, cvs, green and orange T lines, Newbury, Boylston, Fenway Park and the Prudential Center are all within a 1-5 minute walk "
11990528,Fenway/Kenmore,
6676364,Fenway/Kenmore,The premises is located in the midst of the Longwood Medical and Academic Area (see Wikipedia for description). Closest public parking: Longwood Galleria Garage.
11985521,Fenway/Kenmore,"Major Attractions: •Restaurants - High-end American sports bar Yard House, Sweet Cheeks Q family style BBQ, and Citizen Public whiskey and raw bar – within .4 mi  •House of Blues - .4 mi •Boston Conservatory - .5 mi •Museum of Fine Arts - .5 mi •Copely Square – 1.5 mi •Faneuil Hall – 3.2 mi •Fenway Park – .2 mi •Landmark Center – Bed Bath & Beyond, Best Buy, Staples -  .3 mi •Centered between Boston University & Northeastern University – .5 mi to both •Harvard Medical School – within 1 mi"
13017162,Fenway/Kenmore,
14360470,Fenway/Kenmore,
10228228,Fenway/Kenmore,"Residents will find themselves right in the heart of Boston's most dynamic attractions and just a short walk from some of Boston's best-known restaurants, museums, parks, theaters, nightlife and other venues."
12432623,Fenway/Kenmore,
13449049,Fenway/Kenmore,
25142,Fenway/Kenmore,
6790961,Fenway/Kenmore,
9541295,Fenway/Kenmore,"Boston's Back Bay is an upscale residential, commercial and retail district featuring some of the most popular living and dining selections in the city. Shop at Boylston and Newbury Streets or spend time at Prudential Center or Copley Place malls. Architecturally the neighborhood is taken over by Victorian brownstone buildings in its northern residential area; the southern part of the neighborhood is home to some of Boston's tallest skyscraper being far more commercial. Go on a Boston Duck Tour or to a museum of your choice. Back Bay is located near tons of shops and restaurants with plenty to do!"
4479140,Fenway/Kenmore,"Centrally located so you can walk to: Beautiful Newbury Street (6 mins / 0.3 miles) Symphony Hall (7 mins / 0.3 miles) the Prudential Center (10 mins / 0.5 miles) Hynes Convention Center (10 mins / 0.5 miles) South End restaurants (15 mins / 0.7 miles)  Fenway Park (9 mins / 0.4 miles)  Museum of Fine Art (9 mins / 0.5 miles)  Isabella Stewart Gardner Museum (14 mins / 0.7 miles)  Boston Common - walking 30 mins / 1.5 miles; 4 stops on T/subway (15 mins) MIT - walking 20 mins / 1 mile; 4 stops on #1 bus (10-15 mins) Harvard - 12 stops on #1 bus (20 mins) Bus stop is just right at the corner of Mass Ave. & Newbury St, and it runs every 5-10 mins between Cambridge and Boston daily."
12870514,Fenway/Kenmore,
10149314,Fenway/Kenmore,"Major Attractions: •Restaurants - High-end American sports bar Yard House, Sweet Cheeks Q family style BBQ, and Citizen Public whiskey and raw bar – within .4 mi  •House of Blues - .4 mi •Boston Conservatory - .5 mi •Museum of Fine Arts - .5 mi •Copely Square – 1.5 mi •Faneuil Hall – 3.2 mi •Fenway Park – .2 mi •Landmark Center – Bed Bath & Beyond, Best Buy, Staples -  .3 mi •Centered between Boston University & Northeastern University – .5 mi to both •Harvard Medical School – within 1 mi"
10113230,Fenway/Kenmore,"Right in the heart of Back Bay! Steps from Berklee College of Music, Across the street from Subway, Boloco, Teriyaki House, and a 7-11 convenience store. Walgreens and CVS is a 2 minute walk away! One minute walk to public transportation!"
6425405,Fenway/Kenmore,
11788394,Fenway/Kenmore,We are right on the water yet steps away from the best restaurants and shopping in Boston!
